x,y,error
-77.979324,33.874889,-0.1470624575
-77.97747,33.875389,-0.1374500224
-77.975784,33.874054,-0.29325313
-77.974083,33.872715,-0.2990419128
-77.972366,33.871376,-0.2561131864
-77.970883,33.871403,-0.1985368615
-77.969535,33.870197,-0.2269978639
-77.968253,33.869514,-0.1879946821
-77.96705,33.868731,-0.1090519463
-77.967094,33.867401,-0.0166289652
-77.965959,33.866923,-0.1423028515
-77.96521,33.86651,0.2751295798
-77.96447,33.86577,0.459493655
-77.963354,33.864992,0.2870455249
-77.962527,33.863961,0.4491771189
-77.962694,33.862983,2.3510619147
-77.962833,33.861969,1.7163636587
-77.962971,33.860951,0.7938606663
-77.962283,33.86019,0.7325914766
-77.961667,33.859358,0.6603434127
-77.96108,33.858548,1.1785772711
-77.960429,33.858036,2.8084555858
-77.959721,33.857853,2.3100726241
-77.959773,33.857048,1.9123506296
-77.95928,33.856503,-1.0685807255
-77.959332,33.855673,-1.410517667
-77.95915,33.854582,-1.703138669
-77.95915,33.85331,-1.7797428498
-77.959124,33.852454,-1.6747891102
-77.95902,33.851883,-1.8409078372
-77.959124,33.851104,-1.9907633468
-77.95902,33.850248,-2.1048180248
-77.958942,33.849469,-2.1120902917
-77.958077,33.848919,-3.9763278117
-77.957953,33.847996,-3.9150860536
-77.957828,33.847111,-3.7679176099
-77.957032,33.846705,-3.7042788834
-77.956205,33.847199,-3.6566883469
-77.955259,33.846618,-4.4987497636
-77.954317,33.847217,-5.2000096743
-77.953231,33.846592,-6.4481964568
-77.952202,33.847112,-6.5904588827
-77.951092,33.847812,-6.849125651
-77.949837,33.848706,-7.5110086057
-77.949383,33.850325,-7.4645070811
-77.948284,33.851285,-7.919626111
-77.947119,33.852313,-8.3335959507
-77.947211,33.853655,-8.4688075112
-77.945873,33.854537,-9.0434251563
-77.944437,33.854982,-9.3110849924
-77.944249,33.856256,-9.3750618888
-77.944562,33.857465,-9.3130471426
-77.94365,33.858209,-9.4876647597
-77.94326,33.859564,-9.641549986
-77.94186,33.860106,-9.8491228402
-77.941395,33.861699,-10.0071811511
-77.940695,33.863304,-10.0949697191
-77.94057,33.864873,-10.2172842779
-77.94043,33.86651,-10.2843258615
-77.939233,33.867701,-10.2888629553
-77.938062,33.868456,-10.2343809552
-77.937222,33.868635,-10.1847190445
-77.93716,33.869969,-10.2269986899
-77.936829,33.87132,-10.1759621101
-77.936675,33.872686,-9.5102490682
-77.936334,33.874007,-8.5194612712
-77.936229,33.875483,-8.1027437373
-77.93592,33.876824,-8.1172274556
-77.935832,33.878286,-8.3751725955
-77.935651,33.879681,-8.5694678296
-77.935382,33.881123,-8.5833228583
-77.93533,33.882514,-8.6586461962
-77.93506,33.88387,-8.8331651174
-77.934948,33.885148,-8.8477169001
-77.93478,33.886393,-8.8025499538
-77.935068,33.887394,-8.7471485379
-77.934433,33.888033,-8.9171326656
-77.934339,33.889162,-9.083049463
-77.933179,33.88981,-9.3678161535
-77.93299,33.891159,-9.4457420395
-77.93282,33.892504,-9.4934518479
-77.932717,33.893861,-9.5249567721
-77.932531,33.89514,-9.2765351925
-77.932386,33.896495,-8.4385862235
-77.932257,33.897853,-7.5129826768
-77.932056,33.899332,-7.1856440284
-77.932075,33.900695,-7.720773885
-77.932109,33.902143,-8.3710280609
-77.932422,33.903303,-8.6211302386
-77.931585,33.904226,-8.843214808
-77.932116,33.905242,-8.9111146921
-77.931344,33.906237,-9.0412877491
-77.930625,33.907277,-9.132008383
-77.931241,33.908299,-8.8814603969
-77.931801,33.909393,-8.6115509152
-77.931227,33.910465,-8.5497948804
-77.930699,33.911564,-8.4707411732
-77.930226,33.912685,-8.4995263582
-77.92981,33.913827,-8.5963508136
-77.929447,33.914981,-8.5199054882
-77.929128,33.916141,-8.2565007006
-77.928843,33.917301,-7.9756548496
-77.928579,33.918456,-7.7429304397
-77.928333,33.919605,-7.5497404352
-77.928111,33.920749,-7.3572518761
-77.92792,33.921887,-7.1125384233
-77.927751,33.923012,-6.8534313586
-77.9275697055,33.9241378988,-6.5761435427
-77.9273710956,33.9252377434,-6.3946318963
-77.927158,33.926299,-6.3998247815
-77.926843,33.927349,-6.6153686552
-77.926485,33.92835,-6.9583090048
-77.926221,33.92929,-7.2676118226
-77.92681,33.929928,-7.4196511299
-77.926307,33.930939,-7.701746595
-77.926597,33.932037,-7.875106704
-77.927096,33.932871,-7.8571927086
-77.92661,33.933727,-7.9550505033
-77.926156,33.9346,-8.0721571423
-77.925718,33.93549,-8.1668590777
-77.925271,33.936375,-8.1567125449
-77.925939,33.936903,-7.8668112588
-77.925474,33.937803,-7.638776394
-77.924981,33.938651,-7.4199894671
-77.924425,33.939319,-7.2576992689
-77.923873,33.940135,-6.9712250559
-77.924104,33.941264,-6.5444514237
-77.924349,33.942368,-6.3676738255
-77.923867,33.943156,-6.2535716008
-77.9234,33.943958,-6.1843552241
-77.922982,33.94479,-6.1751353072
-77.9234588296,33.9455887057,-5.5934735338
-77.9231748906,33.9464302442,-5.3916433516
-77.9229229464,33.9472724378,-5.1135321176
-77.9227103681,33.9482176406,-4.7723115388
-77.9223343854,33.9490904646,-4.611374751
-77.9220302573,33.9499388421,-4.4549643725
-77.9217097821,33.9507551681,-4.6381249515
-77.9212777388,33.9514832988,-5.1131064514
-77.9207319102,33.9521502816,-5.5636207446
-77.920258602,33.9528780903,-5.707369812
-77.9199259302,33.9536517681,-5.479197732
-77.9196731203,33.9544671436,-5.0908629465
-77.9194991274,33.9553013136,-4.7861456975
-77.9193465029,33.9561295128,-4.6640104753
-77.9191381881,33.9569083843,-4.6842052579
-77.9190097329,33.9575962677,-4.786455997
-77.9186310789,33.9581934216,-4.9109972133
-77.9183374634,33.9589262323,-5.2130140151
-77.9180460172,33.9596812875,-5.5945166625
-77.9177651143,33.9604463097,-5.9092380242
-77.917518,33.961229,-6.0248333966
-77.917293,33.962017,-5.929233656
-77.917111,33.96287,-5.7420614078
-77.916766,33.963693,-5.6633997098
-77.916395,33.964407,-5.6851919749
-77.916773,33.96516,-5.4644129246
-77.916194,33.96578,-5.5010216303
-77.915629,33.966353,-5.4956298353
-77.91582,33.967101,-5.1455525856
-77.915347,33.967714,-5.1789835065
-77.914973,33.968391,-5.2531865715
-77.914649,33.969084,-5.2679570329
-77.915095,33.969589,-4.6950100411
-77.914818,33.970182,-4.2907424012
-77.914111,33.970444,-4.6895756792
-77.913496,33.970843,-5.0203772857
-77.913599,33.97153,-4.1884574558
-77.913286,33.972127,-4.1473192207
-77.913113,33.972761,-3.9626534331
-77.912868,33.973358,-3.8886479106
-77.912399,33.973807,-4.5758440564
-77.912109,33.974384,-4.5969927784
-77.911726,33.974977,-4.9318218511
-77.911442,33.975552,-5.1867695562
-77.911406,33.976234,-4.6078132897
-77.911227,33.976944,-4.4588893879
-77.911125,33.977621,-4.1186604077
-77.911608,33.978119,-1.7406664963
-77.911516,33.978684,-1.3676828895
-77.91136,33.979241,-1.1235648935
-77.91116,33.979731,-1.2026477004
-77.911019,33.980304,-0.9823005292
-77.910866,33.980835,-0.8135247268
-77.910591,33.981288,-1.2404455337
-77.910409,33.981859,-1.1978470614
-77.910287,33.982452,-1.0119574385
-77.910151,33.983033,-0.8792912953
-77.909932,33.983582,-0.9579682108
-77.909673,33.984138,-1.0620264255
-77.90949,33.984739,-0.8591141544
-77.909322,33.985337,-0.7459702079
-77.909134,33.985943,-0.6266650948
-77.909008,33.986554,-0.2684446435
-77.908881,33.987234,0.1518971009
-77.908596,33.987849,-0.1145835501
-77.908436,33.988416,0.1242568953
-77.908128,33.988925,-0.3827454695
-77.907881,33.989545,-0.6822458212
-77.907271,33.989504,-2.9079881431
-77.907031,33.990193,-3.0575732893
-77.9069,33.990901,-2.9899509495
-77.906667,33.991612,-3.0273316237
-77.906369,33.992288,-3.2518530197
-77.905626,33.992372,-5.4346843579
-77.90608,33.992984,-3.3904936287
-77.905792,33.993684,-3.4153255585
-77.905497,33.994376,-3.4754672739
-77.905204,33.995066,-3.5228590434
-77.904933,33.995758,-3.3732903445
-77.905444,33.99611,-1.1908156364
-77.905178,33.996713,-1.1599942584
-77.905004,33.997269,-0.9565177362
-77.90477,33.997813,-1.131649137
-77.90461,33.998444,-1.0237970634
-77.904315,33.999075,-1.282090704
-77.904098,33.99965,-1.3723141563
-77.903868,34.000246,-1.48369149
-77.903656,34.000847,-1.4171417017
-77.903422,34.001453,-1.3834012598
-77.903862,34.001888,1.0773666438
-77.903524,34.002434,0.9613820917
-77.903368,34.002927,0.8946302665
-77.903135,34.003524,1.0384550116
-77.902875,34.003991,1.1415400537
-77.902719,34.004562,0.4025564126
-77.902304,34.005029,0.1131015975
-77.902174,34.005574,0.3254033296
-77.902019,34.006275,0.5243645626
-77.901863,34.006846,0.4479955527
-77.901577,34.007443,0.542280467
-77.901863,34.007936,3.4412071906
-77.901707,34.008456,3.6520740294
-77.901448,34.008975,3.662395314
-77.901318,34.009546,3.619888547
-77.901084,34.010039,3.6149007623
-77.900877,34.010662,3.675530648
-77.900617,34.011181,3.4903738912
-77.900513,34.01157,3.5122007965
-77.900331,34.011986,3.6160773577
-77.900176,34.012479,3.6728101916
-77.900553,34.013024,3.6693722892
-77.900308,34.013524,3.8486322637
-77.900846,34.013761,3.3948739417
-77.900627,34.014531,3.5688484365
-77.900345,34.015257,3.733898432
-77.900089,34.01599,3.7688511786
-77.899843,34.016772,3.7650846466
-77.900609,34.016778,3.8380867761
-77.901074,34.017681,3.9366542561
-77.902121,34.017618,4.0023538355
-77.90286,34.018706,4.2541050207
-77.903633,34.020261,4.2744470123
-77.903687,34.021912,4.278805384
-77.903679,34.023411,4.1900496128
-77.903664,34.024921,3.8864287305
-77.903633,34.02644,3.7473094373
-77.90358,34.027969,3.4480911484
-77.903511,34.02951,3.5824429118
-77.903419,34.031052,4.0786509992
-77.901939,34.031681,3.3281184446
-77.900459,34.03231,2.8317759435
-77.900368,34.033859,3.3612085795
-77.898903,34.034489,3.0236054074
-77.898788,34.03606,3.6769590945
-77.9437758313,34.0590296284,0.1733504706
-77.9444639201,34.0586371989,0.2057282882
-77.9446047007,34.0579780631,0.175344235
-77.9447544157,34.0573262567,0.1992726148
-77.9442340127,34.0569886439,0.3193420362
-77.944383913,34.0563389572,0.2133651452
-77.9445189406,34.055706238,0.1112423385
-77.9446394649,34.0550327346,0.094217619
-77.9447501789,34.0544049406,0.1299294098
-77.944871401,34.0537602705,0.2080299051
-77.9449813805,34.0531145772,0.2877475047
-77.9450905474,34.0524689971,0.3420685427
-77.9451999087,34.0518245542,0.3631675761
-77.9453129248,34.0511861982,0.3156465809
-77.9453309078,34.0505851171,0.2624794629
-77.945497493,34.0500292118,0.2642461594
-77.9455978613,34.0493879782,0.3141134326
-77.9456987704,34.0487399645,0.2758255725
-77.9457937324,34.0480895347,0.2912947488
-77.9458811361,34.0474370694,0.2856474227
-77.9459639263,34.0467865671,0.2930269545
-77.9460428971,34.0461335774,0.3157159228
-77.9466496181,34.0460281424,0.7590803455
-77.9467267101,34.0453530873,1.0629136456
-77.9468027797,34.0446770735,2.951924393
-77.946878792,34.043999977,5.4033165216
-77.9469547726,34.0433216314,7.3989865178
-77.9470307528,34.0426418914,7.4133410245
-77.9471067328,34.041960594,7.2658639227
-77.9471827203,34.0412775635,8.1927856444
-77.9478284279,34.0409731748,9.1019445228
-77.9479081952,34.0402708457,9.1526114338
-77.9479872346,34.0395637306,8.2529591047
-77.9480556621,34.0388596097,7.4801636124
-77.9481094768,34.0381546206,7.0563961823
-77.9480699385,34.037438861,6.9702853952
-77.9478917731,34.0367818913,6.9889614024
-77.9476822932,34.0360277132,7.3289022217
-77.9474256021,34.0352439418,6.0433746879
-77.9467357217,34.0349974242,5.3005480067
-77.9460471711,34.0347516131,5.529405949
-77.945835947,34.033998983,5.1631718328
-77.9451306032,34.0337488246,6.1812950389
-77.9449952148,34.0330347755,9.0804117354
-77.9450330128,34.0323464159,8.5487922409
-77.9450195717,34.031633158,6.0134030213
-77.9448286484,34.0308471537,3.8265253304
-77.9446420103,34.0300044346,2.4757245744
-77.94466913,34.0291356412,1.3907837768
-77.9445455372,34.028406239,0.4606221958
-77.9447110388,34.0277241736,1.0036760901
-77.9450397027,34.0270813563,1.0363024968
-77.9455700812,34.0264405366,0.6003095593
-77.9452828446,34.0257769,-0.8020433059
-77.9455899895,34.0251800884,-1.0293755379
-77.94594723,34.0245579924,-1.1149135435
-77.9461163929,34.0239938627,-7.5
-77.9467252347,34.0237179369,-7.5
-77.9471271824,34.0230804455,-11.0
-77.9475291301,34.022442954,-11.0
-77.9472192574,34.021627775,-11.0
-77.9476190964,34.0209975239,-11.0
-77.9480187154,34.0203659231,-11.0
-77.9484219058,34.0197343639,-11.0
-77.9488363754,34.0191071307,-11.25
-77.9492176707,34.0183817659,-11.25
-77.9497113025,34.0178293829,-11.25
-77.9500019398,34.0169724211,-11.25
-77.9503,34.01633,-11.25
-77.95053,34.01587,-11.25
-77.95089,34.01495,-11.25
-77.95108,34.01443,-11.25
-77.95131,34.01384,-11.25
-77.95171,34.01315,-11.25
-77.9521766938,34.0122424219,-11.25
-77.9524327218,34.011373085,-11.25
-77.9527000634,34.010737152,-12.0
-77.952468374,34.0100110656,-12.0
-77.9526464181,34.0092318802,-12.0
-77.952833348,34.0085116955,-12.0
-77.953051024,34.0078112956,-12.0
-77.9532308838,34.007091411,-12.0
-77.9535442242,34.0063704421,-12.0
-77.9537669884,34.0056448834,-12.0
-77.9539572252,34.0048957142,-12.0
-77.9540830077,34.0042062718,-12.0
-77.9541652627,34.0035591708,-12.0
-77.9545374125,34.0029786893,-12.0
-77.9541577352,34.0022335464,-12.0
-77.9546184406,34.0014141066,-0.4886305434
-77.9550786903,34.0005879437,3.3483269673
-77.9551420134,33.9997318903,4.1864179319
-77.9551532835,33.9990235608,1.7200759291
-77.9555037242,33.9984479419,1.9116126577
-77.956248263,33.9986217457,6.5577475794
-77.9566812291,33.9981478472,7.259804746
-77.9573527119,33.9979845824,8.0150222577
-77.9573900544,33.9973378703,7.7186869442
-77.9579294412,33.9970653085,7.2390069425
-77.9580725271,33.9965688509,6.7713239499
-77.9585604284,33.9964153157,7.1955389496
-77.9590605212,33.9964239545,6.6398951526
-77.9593049228,33.9958721902,6.4143376467
-77.9594739316,33.9953280151,6.5444607811
-77.9597017354,33.9947594853,6.1008967096
-77.9603115317,33.9946627866,5.7694124186
-77.9606459391,33.9940406496,6.4818449258
-77.960979722,33.9933868791,6.6958948157
-77.9616545206,33.9932415884,6.6579913917
-77.9623326504,33.9930915468,6.5831254919
-77.9630174133,33.9929384438,7.1689210066
-77.9633878804,33.9922238299,6.8392510577
-77.964102926,33.9920547779,7.0022565433
-77.9643177445,33.9913411839,6.8931919666
-77.9644825014,33.9906274799,7.266392578
-77.9646886248,33.9899488599,9.9920566125
-77.9645062956,33.9892523704,12.8845900915
-77.9648091324,33.9883875031,13.17217522
-77.9650316557,33.9875246028,12.9025838932
-77.9658321696,33.9872729842,12.6049887242
-77.9666372309,33.9870054933,12.1507764402
-77.9667610394,33.9861632921,11.8607919777
-77.9668266922,33.9853362396,11.73353244
-77.9669045566,33.9845068454,11.7051081638
-77.9670803176,33.9837466168,11.8133698443
-77.9668892181,33.982996952,11.899687157
-77.9667145473,33.9820650354,11.8350215817
-77.9669637401,33.9811568923,11.8363324528
-77.9675762438,33.9807178807,11.5971227503
-77.9674391811,33.9796650669,11.3046803384
-77.9683506851,33.979482214,11.1427544284
-77.9684954414,33.9786257766,10.9898187628
-77.9691869247,33.9781630242,11.047619913
-77.9689925414,33.9772630316,9.8903736879
-77.9698828698,33.9768135937,5.5152530707
-77.9707807468,33.9763460956,2.4845306657
-77.9709523339,33.975244555,2.7339310988
-77.9713312365,33.9739821308,1.3840588351
-77.9722349744,33.9734731287,1.5216310729
-77.9725901046,33.9722164361,-0.0919666343
-77.9728370188,33.9710943942,0.0315453062
-77.9736941111,33.9704714838,0.0537910027
-77.9745713149,33.9698922234,-0.6790880099
-77.9744628093,33.9688620133,-0.8904837444
-77.9742992237,33.9678616038,0.2059403882
-77.9743129587,33.9667366028,0.1998619462
-77.9745083365,33.9654926306,-0.1386206919
-77.9746945594,33.9642569193,1.0477877058
-77.9748233297,33.9630647956,0.6893747149
-77.9748969424,33.961913631,1.5254764239
-77.9749183226,33.9608051528,-0.4507374068
-77.9747226759,33.9598629831,-2.1828529293
-77.9755426295,33.9592592235,-2.7623374104
-77.9753825367,33.9582938038,-1.0783003752
-77.9754251795,33.957188681,0.0686963571
-77.9762207516,33.9565897203,0.345137402
-77.9763006316,33.9554620862,0.2180711172
-77.9762835594,33.9544204116,0.2652563057
-77.9762144669,33.9534335811,0.3934119106
-77.976970615,33.9528492694,0.3492402309
-77.9768563988,33.9519073002,0.3691998675
-77.9776005865,33.9513283768,0.0440436822
-77.9783483444,33.9507471049,-0.9794582684
-77.9783142649,33.9497506565,-0.6917624508
-77.9781620174,33.9488649976,-0.7655445835
-77.9788825909,33.9482979606,-1.0992982585
-77.9796072224,33.9477279887,-1.1275342763
-77.9793023959,33.946975113,-0.9692835317
-77.9800093618,33.9464282202,-1.0030362254
-77.9805764611,33.9458318916,-1.0431205641
-77.980520238,33.9449460656,-0.9616350335
-77.9813137413,33.9444045533,-1.0074950751
-77.9813553202,33.9434051651,-0.895284899
-77.9811812772,33.942599618,-0.9607783238
-77.9818476512,33.9420670396,-1.0621573015
-77.9825154534,33.9415331416,-1.124531063
-77.9822219667,33.9408400261,-1.0865011731
-77.9828750847,33.9403164135,-1.1081061143
-77.9835292983,33.9397919718,-1.1671325488
-77.984184624,33.9392667062,-1.1783511881
-77.9838779057,33.9386010785,-1.2370752292
-77.9845197329,33.9380853574,-1.05934701
-77.9841517211,33.9374897681,-2.070449716
-77.9847769923,33.9369960051,-1.3434529055
-77.9852624049,33.9364831004,-1.2920178261
-77.9859070303,33.9360828961,-1.2810896579
-77.9865566259,33.935489822,-2.2866520918
-77.9872668607,33.9349823954,-2.0601414012
-77.9879006661,33.9344693613,-1.2572064957
-77.9885304485,33.933962388,-1.2260692698
-77.9891592252,33.9334477359,-1.3994341654
-77.9891669103,33.9325806821,-2.7866168756
-77.9898106055,33.9319810563,-3.1199244638
-77.9905227981,33.9314802889,-2.8005179797
-77.9906542804,33.930519213,-5.3867119323
-77.9912536369,33.9300357139,-4.8537541979
-77.9913473778,33.9291127371,-7.975995545
-77.991931588,33.9286416993,-8.2611533941
-77.9925157983,33.9281706615,-8.278845844
-77.9931000085,33.9276996236,-8.3866468629
-77.9936842187,33.9272285858,-8.5551849334
-77.994268429,33.926757548,-8.6966898162
-77.9948543734,33.9262888033,-8.8674505914
-77.9947377979,33.925909518,-10.699554253
-77.9953579778,33.9254896789,-10.0330435672
-77.9959986968,33.9250988709,-10.0297005464
-77.996646816,33.9247199795,-9.8929301187
-77.9965311362,33.9242618085,-12.3610042992
-77.9971787785,33.9238919568,-11.9220337802
-77.9977527876,33.9234952812,-12.1111398023
-77.9983330661,33.9231813676,-12.310086593
-77.9989844615,33.9227791082,-11.9462248615
-77.999603274,33.9223800461,-11.8393823442
-78.0002538656,33.9220043011,-11.6803442782
-78.0009243588,33.9216317941,-12.0240827327
-78.0009594782,33.921025347,-13.1904269468
-78.0016126627,33.9206558497,-13.4022899515
-78.0022658472,33.9202863525,-13.5663240647
-78.0029190317,33.9199168552,-13.5023600723
-78.0035722162,33.919547358,-13.6200486614
-78.0042254007,33.9191778607,-13.4391762321
-78.0048785853,33.9188083635,-13.1497698288
-78.0055317698,33.9184388663,-12.9281153298
-78.0061849543,33.918069369,-12.8005844553
-78.0068381388,33.9176998718,-12.8813278103
-78.0074913233,33.9173303745,-12.75
-78.0081445078,33.9169608773,-12.8889776611
-78.0087976923,33.91659138,-12.6916376934
-78.0094508768,33.9162218828,-12.75
-78.0101040613,33.9158523855,-12.75
-78.0107572459,33.9154828883,-12.75
-78.0114104304,33.915113391,-12.8701441117
-78.0120636149,33.9147438938,-12.5470735965
-78.0127167994,33.9143743965,-12.8486675865
-78.0133699839,33.9140048993,-13.0
-78.0140231684,33.913635402,-12.7265534565
-78.0146763529,33.9132659048,-13.0662353551
-78.0153295374,33.9128964075,-13.0
-78.0159827219,33.9125269103,-12.8324096299
-78.0166359065,33.912157413,-12.6723937526
-78.0164064134,33.9115486149,-11.2103369873
-78.0170675229,33.9111527796,-11.4770029778
-78.0176521485,33.9106972381,-11.6488532741
-78.0181313269,33.9101424704,-11.9616052915
-78.0185710628,33.909607833,-13.104518609
-78.0192590081,33.9096142239,-14.4226688945
-78.0201641642,33.9094354816,-14.5562990859
-78.0208997237,33.9089110528,-12.3529527961
-78.0215721748,33.9083930291,-8.6090962045
-78.0222561987,33.9077357773,-4.7054032173
-78.0223402901,33.9066973956,-4.0793604938
-78.0225765141,33.9054740452,-2.780504072
-78.0238101953,33.9049253726,-1.5200589801
-78.025467,33.90414,-1.1249895619
-78.026871,33.903214,-1.7303837344
-78.028397,33.902626,-2.3294666053
-78.029892,33.903645,-1.4702502207
-78.031509,33.903198,-1.5930033775
-78.032906,33.904331,-1.0020108405
-78.034782,33.904129,-1.7527473285
-78.036545,33.904995,-1.7958564393
-78.037918,33.904419,-1.7548277714
-78.039642,33.904499,-0.9535528257
-78.039818,33.90276,-0.1208401497
-78.041473,33.902302,0.0982851121
-78.043137,33.901905,0.125472584
-78.044785,33.901524,0.1301684144
-78.046432,33.901142,0.2015410393
-78.048073,33.900768,0.2137173185
-78.048111,33.899254,0.2677309933
-78.048141,33.897743,0.3353421614
-78.048172,33.896233,1.6132814867
-78.049828,33.895866,1.7552964814
-78.051476,33.895504,0.5774212133
-78.053131,33.895145,-1.2645336489
-78.051514,33.893997,-2.8688017407
-78.051537,33.892487,-3.8170245568
-78.049904,33.891335,-3.6216529734
-78.048271,33.890182,-3.5282662289
-78.048294,33.888664,-3.6628223456
-78.048317,33.887142,-3.9738948277
-78.046677,33.885975,-4.2852295337
-78.046715,33.884438,-4.8537975762
-78.045082,33.883259,-5.1967348074
-78.045135,33.88171,-5.535309675
-78.043526,33.880516,-5.3448120465
-78.041931,33.879311,-4.8160205071
-78.042046,33.877731,-4.5936189334
-78.040497,33.876511,-4.3439865269
-78.040657,33.874912,-4.3295030421
-78.039139,33.873669,-4.2580220426
-78.03743,33.874039,-4.2320752221
-78.035927,33.872795,-4.6154057773
-78.0345,33.871548,-4.8337155811
-78.033195,33.870277,-4.4418686979
-78.03186,33.870949,-4.2697544119
-78.030388,33.870991,-3.8748986066
-78.028694,33.871208,-3.4946229456
-78.027901,33.872894,-4.2891274996
-78.026314,33.873127,-4.2115452625
-78.024719,33.873405,-4.2051795332
-78.023102,33.873718,-4.2434553194
-78.021507,33.87402,-4.2516934844
-78.020081,33.874416,-4.2630280603
-78.018471,33.874107,-3.7870084096
-78.017899,33.872643,-1.6821556959
-78.016106,33.872227,-2.2058175388
-78.014641,33.871529,-6.9792082744
-78.013313,33.87075,-14.75
-78.01207,33.87154,-14.75
-78.011261,33.872692,-14.75
-78.010201,33.873966,-12.6455431553
-78.009338,33.8755,-12.3601216601
-78.008812,33.877312,-11.7124856421
-78.00708,33.877743,-16.3865611127
-78.005562,33.877899,-16.25
-78.004112,33.877819,-10.3577318616
-78.002693,33.877747,-6.4918270804
-78.001266,33.877701,-1.3153926701
-77.99968,33.877777,0.9366818715
-77.997963,33.878056,0.7551445963
-77.996155,33.878502,-0.1115136466
-77.994423,33.879059,-0.1057000459
-77.992622,33.879829,0.2620276663
-77.991104,33.878387,0.3694885679
-77.989326,33.878971,-0.212647677
-77.987762,33.877747,0.0131035016
-77.986176,33.876476,0.2507683883
-77.984421,33.877003,0.0379054732
-77.982643,33.877522,-0.2788706075
-77.980843,33.878033,-0.1178285427
-77.979156,33.876713,-0.166472296
-77.977264,33.877216,-0.1432979705
-77.975578,33.875877,-0.2586735084
-77.973892,33.874508,-0.3202451744
-77.972198,33.873146,-0.378607881
-77.970547,33.872806,-0.1481928805
-77.969385,33.871712,-0.1224807163
-77.968133,33.870931,-0.1840071533
-77.966962,33.870063,-0.2815244627
-77.965842,33.869423,-0.1619542606
-77.965905,33.868178,-0.0448894948
-77.964817,33.867725,0.2157756693
-77.963747,33.867105,0.5149880431
-77.962937,33.866138,0.5318705331
-77.962184,33.865635,0.4548224379
-77.962241,33.864775,-0.2564072807
-77.961636,33.864089,-0.3844425589
-77.961825,33.863192,1.4042792637
-77.96198,33.862254,2.380173805
-77.96205,33.861209,1.0689797527
-77.961392,33.860301,0.9449710749
-77.960875,33.859404,1.7477491198
-77.960287,33.858872,3.0704822702
-77.959591,33.85871,2.3475219738
-77.959046,33.858087,-0.8029141405
-77.95915,33.85736,-0.9690973036
-77.958473,33.856971,-3.6420705053
-77.958474,33.856064,-3.8251958184
-77.958329,33.855122,-4.0492553665
-77.958229,33.85411,-4.0661495606
-77.95829,33.853151,-3.9239369929
-77.958376,33.852266,-3.8947002645
-77.958363,33.851388,-3.8653061075
-77.958282,33.850526,-3.8910485685
-77.958288,33.84972,-3.8383989102
-77.957445,33.849751,-4.369121645
-77.957223,33.848707,-4.0795891776
-77.95711,33.847687,-3.7918789168
-77.956309,33.848259,-3.6272780666
-77.955335,33.847755,-3.9664191088
-77.954446,33.848402,-4.6206386514
-77.953358,33.847869,-5.7846089399
-77.952355,33.848412,-6.2339215377
-77.951342,33.849089,-6.7394146136
-77.950501,33.849931,-7.0272708913
-77.950548,33.851183,-6.7749025566
-77.94946,33.851819,-7.1111496959
-77.948382,33.852741,-7.7279134116
-77.948546,33.854082,-7.9978368056
-77.947458,33.854937,-8.7011239314
-77.946562,33.855709,-9.0457490208
-77.945458,33.856232,-9.2062861634
-77.945729,33.85781,-9.0621939317
-77.944693,33.858986,-9.3632139794
-77.94413,33.860543,-9.4899254717
-77.942818,33.861032,-9.7530926804
-77.942918,33.862221,-9.7225700873
-77.941869,33.862878,-9.9665775396
-77.941814,33.864181,-9.9911349649
-77.941748,33.865594,-10.0041215365
-77.941695,33.866954,-9.9184477521
-77.940484,33.867948,-10.1080405166
-77.939252,33.868914,-10.2166482278
-77.938011,33.86944,-10.2809745233
-77.938157,33.870737,-10.3503693829
-77.937877,33.872188,-9.779414206
-77.937681,33.87359,-8.5929061431
-77.9376,33.875041,-7.7374073947
-77.937232,33.876337,-7.4638698685
-77.937105,33.877748,-7.7760759369
-77.936769,33.879023,-8.1383838217
-77.936686,33.880277,-8.2163778841
-77.936385,33.88166,-8.1964044371
-77.936337,33.882831,-8.2473021105
-77.935897,33.883602,-8.4641926123
-77.935995,33.884508,-8.5792006586
-77.935828,33.88567,-8.6635907197
-77.935736,33.886762,-8.6596594904
-77.936402,33.887693,-8.6672970044
-77.935363,33.888371,-8.82233113
-77.935153,33.88958,-9.0063994156
-77.934141,33.890452,-9.21843765
-77.933944,33.891766,-9.2785781695
-77.933764,33.893103,-9.359400938
-77.93401,33.89457,-9.2548721414
-77.933362,33.895759,-8.6832217812
-77.933506,33.897029,-7.7913983504
-77.93312,33.898508,-7.3542613619
-77.933084,33.899895,-7.6938640674
-77.933071,33.901282,-8.2266782793
-77.933351,33.902444,-8.4194452898
-77.933818,33.903434,-8.4385770925
-77.932948,33.904307,-8.6913106115
-77.933433,33.905318,-8.6520425893
-77.93265,33.906261,-8.7800484572
-77.931919,33.907258,-8.8315127718
-77.932434,33.908354,-8.6527943964
-77.932903,33.909513,-8.1343566968
-77.932335,33.910552,-7.9481182055
-77.931802,33.911614,-7.8669980648
-77.93132,33.9127,-7.9088699151
-77.930893,33.913806,-8.0863120891
-77.930519,33.914925,-8.1511171501
-77.930193,33.916053,-7.9654705689
-77.929902,33.917181,-7.68709532
-77.929632,33.918304,-7.4331916643
-77.929377,33.919421,-7.2181354884
