x,y,error
-77.9553951696,34.0437845027,6.8485759406
-77.9555110158,34.0427901292,8.0959944586
-77.955485818,34.0418958741,8.43048148
-77.9556977693,34.0409968465,8.2372203309
-77.9557793388,34.0400035592,8.0211009669
-77.9558483211,34.0389990726,8.3163338809
-77.955883802,34.0379893882,8.8551369129
-77.9558645004,34.0369679497,9.0169939587
-77.955820779,34.0358483619,8.9596591257
-77.95666461,34.0355346849,8.5200175178
-77.9563628846,34.0346583622,8.5035919028
-77.9560538138,34.0336847016,8.6929571174
-77.9556264924,34.0327624623,8.7491256199
-77.9559683481,34.0316985938,8.0068160609
-77.9553373336,34.0308934837,8.3374444389
-77.9546185288,34.030189874,8.9662586575
-77.954831062,34.0292979502,9.1892838225
-77.95408415,34.0286533707,10.0470048156
-77.9536222525,34.0278248723,12.6954375772
-77.954224867,34.0269481882,9.3153273073
-77.9548110602,34.0261605392,6.6671671692
-77.9553924565,34.025335991,6.6801297969
-77.9559530093,34.0244999111,7.238824344
-77.9564945891,34.023637975,7.4853812317
-77.9560016518,34.0227969216,8.6142305518
-77.9564930933,34.0219278268,8.1546545325
-77.9569595892,34.0210399936,7.6861435138
-77.9574031393,34.0201365795,7.3234956681
-77.9578297886,34.019222128,6.3537083404
-77.9582471247,34.0183011115,4.3467585473
-77.9586603586,34.0173763014,2.963684754
-77.9590675043,34.0164469333,4.1683330497
-77.9594563167,34.0155081667,6.1530968075
-77.9598077183,34.0145541311,6.2586862593
-77.9601056775,34.0135826447,6.2095536592
-77.9603470804,34.0125963317,7.5131576267
-77.960552405,34.0115938347,7.7374595699
-77.9606836792,34.0105142107,7.4838348122
-77.9615843134,34.0102324141,7.9220047035
-77.9619101056,34.0093681552,9.3500887179
-77.9621243081,34.0083779361,10.3295608207
-77.9623159294,34.0073697717,9.4616245273
-77.962521825,34.0062873659,5.2997239468
-77.9634054177,34.0063972251,6.7190916492
-77.9633465002,34.0054663419,4.8599138066
-77.9633184701,34.0044302828,3.4467222768
-77.964065953,34.003647834,3.1645104
-77.9644152568,34.0026797015,4.4712088031
-77.9646999209,34.0018488474,6.0551498461
-77.9649679369,34.0010421131,8.1173016069
-77.9651462445,34.0002564744,8.8540914817
-77.9654611824,33.9994792149,8.8440003784
-77.9663379073,33.9994209199,8.568581189
-77.966880987,33.9986503815,9.0639264007
-77.9677676681,33.9985938498,8.0418135637
-77.9686671934,33.9985431729,5.021788771
-77.9692836122,33.9977230598,5.7756076098
-77.9699489442,33.9969165765,6.4199781639
-77.9705901946,33.9960637862,5.9868896696
-77.9712581472,33.9953129835,5.2414078863
-77.971471405,33.9945680827,5.2011169905
-77.9717018814,33.9938242789,5.3019683468
-77.9724893459,33.9936943309,5.6886987229
-77.973292337,33.9935618207,5.8238377754
-77.9738093872,33.9927380583,6.2937395219
-77.9746651171,33.9925861016,6.2840068699
-77.9748086092,33.9917979888,6.1775007351
-77.9749571992,33.9909674831,5.5579650107
-77.9744921839,33.9902784459,5.6521678765
-77.9746821499,33.9894328861,5.8382744411
-77.9749228037,33.9885305397,5.8897700764
-77.9752871087,33.9875717268,5.8693371273
-77.9762243402,33.9873016667,5.7694432462
-77.9764975393,33.9863275752,5.4459434425
-77.9774668238,33.986029908,5.3575989474
-77.9776603934,33.9850332185,5.8475688172
-77.9786618906,33.984705921,5.72598734
-77.9791020076,33.9835781559,4.7701125346
-77.980138835,33.9832176108,4.5601295619
-77.9811960517,33.982848461,4.9974095831
-77.9815931838,33.9816619313,3.6523799837
-77.9817247681,33.9805453305,2.4019689561
-77.9828111986,33.980117966,1.5316290348
-77.9829187061,33.9789650376,3.6786443565
-77.9831159236,33.9777501502,4.8080017845
-77.9842338701,33.9772549527,3.4205149129
-77.9853739511,33.9767445432,1.4431978301
-77.9854662907,33.9754951221,0.45
-77.9852080138,33.9743935443,0.45
-77.9849848319,33.9732596519,0.3
-77.9861221787,33.9726543848,0.351723471
-77.9850767348,33.9719434978,0.45
-77.9849457058,33.9707331038,0.8751466105
-77.9846847289,33.9695820893,2.8314774479
-77.9845335555,33.9683555894,4.9433908559
-77.9846865042,33.9668932125,6.1699570857
-77.9850614236,33.9652872656,3.8361935571
-77.9857317804,33.9642980416,4.1172389971
-77.9856880757,33.9630787479,7.0884425867
-77.9868376394,33.9627145202,6.9303748183
-77.9868486551,33.961400144,6.599913541
-77.9869010944,33.9601044945,6.4265521999
-77.9869894817,33.9588242809,6.4082547519
-77.9872440345,33.9577772448,6.285297893
-77.9869220252,33.9570005095,6.173365094
-77.987593506,33.9562756388,4.9268352823
-77.9884646583,33.9558227303,4.8605400991
-77.9887791517,33.9547196123,5.0712141055
-77.988976615,33.9533858571,5.2256161148
-77.990165793,33.9523517361,6.6254216579
-77.9906726812,33.9510123131,7.1403583353
-77.9914203688,33.9500664292,7.5668350318
-77.9915394305,33.9489051957,7.7108289613
-77.9917387951,33.9475849322,8.1952501988
-77.9918987222,33.9462495327,8.3357571583
-77.9928376341,33.9455423879,7.365596099
-77.9926766048,33.9444289474,7.4171807123
-77.9936445952,33.9437328923,8.0729617766
-77.9945623699,33.9430440264,7.5537199436
-77.9943682545,33.9419636385,7.2036929179
-77.9952996417,33.9412460579,7.0196904951
-77.9952866281,33.9400601119,7.2657833998
-77.9962472823,33.9392477733,6.2875437713
-77.9972914394,33.9385639168,5.0337246982
-77.9982215026,33.9378332362,2.9462972725
-77.9983949039,33.9365085263,0.9814528341
-77.9993058495,33.9358285132,3.2970442753
-77.9992054807,33.9347236675,3.2118702909
-77.998895016,33.9338140375,2.8277235173
-77.999600661,33.9331564619,4.0972868809
-78.0004734771,33.9327408641,5.1799034728
-78.0013916229,33.932186239,5.5098820437
-78.0023452563,33.9316438207,5.3747206832
-78.0032258721,33.9322606563,5.4996980096
-78.0033148921,33.9311192308,5.1264670048
-78.0034199502,33.9300183158,4.2383432393
-78.0043774099,33.9294947437,5.217994786
-78.00534131,33.9289725299,6.2783826599
-78.0054921862,33.9278512649,6.2006258199
-78.0064204664,33.9273382117,6.5435559201
-78.0073560984,33.9268178715,6.9177819277
-78.0082984418,33.9262974012,6.7260625747
-78.0092318496,33.9257604392,6.0322177126
-78.0102188868,33.9252272231,5.5754367231
-78.0112120403,33.9247391638,5.6715587396
-78.0121524394,33.9241873224,5.2200100252
-78.0130336259,33.924555266,5.6306899081
-78.0139478278,33.9241512144,5.3490560772
-78.0149677057,33.9237374493,4.9174948941
-78.0154467414,33.9227387443,3.6030991251
-78.0165679213,33.9228105957,4.4454513265
-78.017820229,33.9224584992,5.0496205021
-78.0190711687,33.9218957335,5.5404220453
-78.0192467925,33.9206880313,5.4772882781
-78.0203552151,33.9201708614,5.6528609909
-78.0214625818,33.91963615,5.8964607319
-78.0228276417,33.9193862218,5.5701784547
-78.0240478841,33.919603554,6.1677882514
-78.025215,33.919933,5.4397339773
-78.026031,33.919044,3.2336432103
-78.026756,33.918175,0.7833786222
-78.027832,33.918312,0.7237866641
-78.02845,33.917515,-1.1056432075
-78.029488,33.917637,-0.5788144372
-78.029907,33.916832,-4.1283998489
-78.030777,33.916809,-4.1311998367
-78.031685,33.917187,-4.1328001022
-78.032753,33.91721,-4.1370000839
-78.033699,33.917171,-4.1391000748
-78.034523,33.917038,-4.1399002075
-78.035286,33.917297,-4.1434998512
-78.036156,33.917522,-4.1623001099
-78.037102,33.917686,-4.1350998878
-78.038086,33.917885,-4.1311998367
-78.039101,33.91806,-4.1350002289
-78.040085,33.918179,-4.1381998062
-78.041077,33.918274,-4.1391000748
-78.04155,33.917442,-4.138299942
-78.04245,33.917503,-3.7503585397
-78.043343,33.917667,-4.4543858199
-78.044228,33.91782,-4.1451997757
-78.04512,33.91785,-4.1473999023
-78.046104,33.91785,-4.1533999443
-78.046654,33.916988,-0.8206316802
-78.047562,33.91737,-1.4127321564
-78.048431,33.917374,-1.6148426084
-78.049377,33.917507,-1.883971599
-78.04998,33.916752,-1.0038895104
-78.050972,33.91703,-0.5201202634
-78.051971,33.91713,-0.080566717
-78.052963,33.917168,0.1597761862
-78.053925,33.91737,0.0510667233
-78.054771,33.917679,-0.0187646377
-78.055763,33.917686,1.1071794532
-78.05687,33.91769,1.4119113131
-78.057945,33.917805,-0.3200393892
-78.059006,33.917927,-0.2588563662
-78.059654,33.917065,-0.0210911685
-78.060837,33.917141,0.0244101897
-78.061707,33.916183,0.1353530591
-78.061424,33.914909,0.0708238141
-78.062881,33.91415,-0.0330329958
-78.064491,33.91346,-0.0661537939
-78.065285,33.912018,-0.0010418672
-78.06559,33.910473,1.4790454587
-78.065735,33.908962,2.7027231894
-78.067543,33.908672,3.3398609273
-78.069435,33.908386,3.7216379198
-78.071419,33.908092,3.7955950417
-78.071541,33.906574,3.6275991956
-78.071648,33.905125,3.8626747328
-78.073677,33.904915,4.4301447341
-78.074326,33.903584,3.6348779867
-78.076942,33.903356,2.4312961225
-78.07674,33.901156,-2.6285117869
-78.078845,33.900225,-4.8582902402
-78.081906,33.90023,-5.2926807117
-78.10798,33.903791,-6.8605748003
-78.109542,33.906555,-4.1907665862
-78.112251,33.907227,-3.6276767964
-78.111858,33.909516,1.2168037601
-78.113677,33.909574,0.639565546
-78.114457,33.91149,2.2543681827
-78.116396,33.911604,2.2098151815
-78.116937,33.913281,3.9086514478
-78.118732,33.913543,3.9283776714
-78.120539,33.9138,3.6448108256
-78.12033,33.91211,1.9206052044
-78.12157,33.91057,1.0105249549
-78.12348,33.91101,1.3998946955
-78.12501,33.91094,0.9698463006
-78.125595,33.909399,-2.6296586082
-78.127844,33.909589,-2.9060228405
-78.13011,33.909792,-3.1573732265
-78.132386,33.910062,-3.2687619347
-78.134674,33.910225,-3.6177841484
-78.136933,33.910404,-3.5505496261
-78.139157,33.910667,-3.3776732581
-78.141085,33.911176,-2.7492364224
-78.143091,33.911081,-3.5037873584
-78.145361,33.911215,-3.6591602112
-78.144189,33.905164,-8.565381601
-78.142487,33.907011,-7.9920122352
-78.1412,33.909097,-6.5564742612
-78.138637,33.908574,-6.8520099262
-78.136209,33.908313,-6.9801543865
-78.133754,33.908129,-7.0030313239
-78.132118,33.905532,-8.4362900856
-78.129663,33.905704,-8.2249802001
-78.12649,33.90494,-7.6831065968
-78.123841,33.905278,-7.11470862
-78.121224,33.904676,-7.3619617094
-78.120336,33.902447,-8.2218938959
-78.11739,33.903812,-7.6156983079
-78.114219,33.904924,-6.8606970218
-78.111269,33.904114,-6.9943318421
-78.079335,33.898302,-6.1604997329
-78.076873,33.896786,-6.4263679914
-78.074448,33.89534,-6.6116678132
-78.074524,33.893467,-6.9803645902
-78.07225,33.892529,-6.9918070116
-78.071854,33.891117,-7.1784321991
-78.070107,33.890072,-7.1383146397
-78.070259,33.888618,-7.3916943821
-78.068436,33.887478,-7.2977228675
-78.066666,33.886337,-7.2610088497
-78.066711,33.88483,-7.5340558376
-78.06675,33.883316,-7.786028198
-78.065056,33.882137,-7.7434904648
-78.065109,33.880611,-7.9979909456
-78.063484,33.87941,-7.9819693102
-78.063583,33.877869,-8.2379400258
-78.062012,33.876656,-8.1770314487
-78.060471,33.875435,-8.1306330079
-78.060631,33.873867,-8.368858409
-78.059135,33.872627,-8.4042777058
-78.059357,33.871037,-8.6187905487
-78.057892,33.869781,-8.4773022445
-78.056442,33.868519,-8.0576255971
-78.055,33.867245,-7.5589996323
-78.055283,33.865627,-7.3380532081
-78.053864,33.864342,-7.212899649
-78.054161,33.862709,-7.072299742
-78.052734,33.861416,-6.9327802164
-78.0513,33.860115,-6.7885108278
-78.04985,33.858807,-7.2631966239
-78.048119,33.859154,-7.4312745615
-78.046654,33.857849,-7.2147434162
-78.045235,33.85648,-6.6119991339
-78.043663,33.856594,-6.276998247
-78.042381,33.855103,-6.0120122247
-78.041054,33.853867,-5.5084087779
-78.039444,33.853264,-4.8779778664
-78.038963,33.851788,-5.0703339196
-78.037308,33.851536,-5.5800357375
-78.035721,33.851368,-7.1794631238
-78.034302,33.851128,-9.4731064332
-78.033127,33.85088,-10.966045705
-78.032074,33.851837,-11.2138421992
-78.030746,33.851448,-10.6429740246
-78.02916,33.85067,-9.8797154634
-78.027542,33.850555,-14.75
-78.026054,33.850491,-14.8303707406
-78.024498,33.850349,-10.1004031605
-78.023888,33.851768,-9.6269426367
-78.022217,33.851871,-5.6471714301
-78.021484,33.853775,-6.0061906542
-78.019493,33.853645,-4.3549803787
-78.017502,33.853519,-4.1970107836
-78.015465,33.853397,-4.5192030387
-78.014343,33.854946,-4.239764999
-78.012192,33.854733,-4.6859048509
-78.010056,33.85453,-4.908104494
-78.008003,33.854496,-4.7387530796
-78.005936,33.854664,-4.4999678068
-78.003891,33.85508,-4.0014911946
-78.00222,33.85434,-3.7391493254
-78.000397,33.855797,-1.3581388319
-77.998627,33.857319,1.5663939286
-77.99646,33.856754,1.8689000925
-77.994606,33.858719,2.536377609
-77.992203,33.858383,3.0833961667
-77.990082,33.857498,3.5663654456
-77.9879,33.856716,3.5957867574
-77.986084,33.85804,3.0482161408
-77.984085,33.857822,2.6399686037
-77.982185,33.85743,2.4927323907
-77.980141,33.857464,2.5875923281
-77.979004,33.855942,3.4565541168
-77.979637,33.853691,3.6400786447
-77.977982,33.852531,3.5528410598
-77.975754,33.852558,3.670507058
-77.975655,33.85006,3.6597105488
-77.973457,33.849483,4.069726603
-77.97123,33.848995,4.2208509185
-77.971507,33.846766,1.3846703564
-77.97099,33.844973,-2.182487037
-77.969556,33.84448,-2.0306250756
-77.968857,33.842958,-3.2295093751
-77.967462,33.843158,-2.0891539366
-77.966103,33.842507,-1.7284164289
-77.965567,33.84093,-2.2902682457
-77.96534,33.839251,-2.5163805154
-77.964082,33.838557,-1.2611764623
-77.963728,33.836776,-1.7306901238
-77.962124,33.836575,-1.5069692214
-77.9615,33.835092,-1.8666880735
-77.960397,33.83357,-1.9027763713
-77.958916,33.832054,-1.5791621318
-77.957397,33.830204,-1.9084121677
-77.955261,33.830666,-2.4126536725
-77.95311,33.831165,-2.884455887
-77.950958,33.83168,-3.6531984577
-77.948997,33.8297,-4.7340399319
-77.94693,33.827721,-5.2998933075
-77.944542,33.828239,-6.5343738808
-77.942123,33.826733,-7.4521284687
-77.939713,33.825359,-8.439570326
-77.937263,33.826603,-8.6638528631
-77.937683,33.829929,-8.9543843926
-77.937767,33.832668,-9.1005777835
-77.936305,33.835248,-9.3332410167
-77.934475,33.837426,-9.6680642987
-77.934918,33.8396,-9.0096208271
-77.933105,33.841593,-9.1970361131
-77.931384,33.843664,-9.4369188984
-77.930214,33.845832,-9.415229696
-77.929531,33.848022,-9.0485457384
-77.92892,33.850214,-8.7903977812
-77.928586,33.852327,-8.8023264441
-77.927851,33.85453,-8.930036364
-77.926957,33.856625,-9.0808496949
-77.925144,33.857685,-9.5267260174
-77.924135,33.859567,-9.7480039421
-77.923596,33.86159,-10.0301463792
-77.923148,33.863607,-10.1872006451
-77.922729,33.8656,-10.261993888
-77.922349,33.867577,-10.3568243506
-77.922034,33.86954,-10.4518916092
-77.921814,33.871492,-10.6671762102
-77.921699,33.87343,-10.8465423524
-77.921664,33.875347,-10.6628883653
-77.921663,33.877241,-10.1727289862
-77.921655,33.879112,-10.1100056559
-77.921612,33.88096,-10.2282961055
-77.919942,33.881864,-10.6805311502
-77.919834,33.883744,-10.5859743203
-77.919671,33.885604,-10.371191081
-77.919465,33.887447,-9.860403679
-77.919249,33.889278,-8.6881397468
-77.919079,33.891098,-8.3321240241
-77.919006,33.892909,-9.3288326183
-77.91903,33.894699,-10.9763458258
-77.919068,33.89648,-11.5589571211
-77.919066,33.898236,-11.1429191903
-77.919204,33.899795,-11.0012443473
-77.918987,33.901528,-11.243232064
-77.918685,33.903336,-11.105863518
-77.918461,33.90506,-10.7837544439
-77.918199,33.906724,-10.576684739
-77.917921,33.908386,-10.0512417237
-77.917694,33.910045,-9.7461426482
-77.917505,33.911696,-9.893848428
-77.917347,33.913339,-10.0105060461
-77.917208,33.914968,-9.9823032483
-77.91711,33.91658,-9.8796258469
-77.916996,33.918206,-9.7741563511
-77.916875,33.919775,-9.7048291115
-77.916787,33.921346,-9.657519698
-77.915348,33.921934,-9.779542277
-77.915296,33.923557,-9.7357831203
-77.91529,33.925163,-9.6682482133
-77.915333,33.926738,-9.5777502556
-77.915428,33.928293,-9.5064176163
-77.914084,33.929076,-9.7366377302
-77.914222,33.93066,-9.7119737014
-77.914297,33.932219,-9.3304405145
-77.914516,33.933606,-8.6999211031
-77.914316,33.934967,-8.3781395877
-77.914247,33.936442,-8.3125708712
-77.914102,33.93793,-7.8687794403
-77.913951,33.939402,-6.8736424096
-77.913817,33.940858,-6.4994077088
-77.913726,33.942297,-7.0227956929
-77.912381,33.943004,-7.7837657432
-77.912375,33.944497,-8.0954724927
-77.912354,33.94596,-8.5527789318
-77.911005,33.947011,-9.4637390089
-77.91099,33.948633,-9.595266086
-77.910692,33.950224,-9.4447213333
-77.909278,33.951276,-9.4987433477
-77.908864,33.952917,-9.2440807693
-77.908582,33.954443,-9.096827355
-77.908356,33.955939,-9.0057724991
-77.908227,33.957406,-8.8480379236
-77.906968,33.958306,-9.2043968797
-77.90676,33.959819,-9.1283725396
-77.906496,33.961414,-8.9561616139
-77.906246,33.962889,-8.2263188419
-77.905981,33.964326,-7.5118105705
-77.905799,33.965742,-7.5189000922
-77.9057,33.967128,-8.0339842511
-77.904288,33.967603,-8.1278441948
-77.904489,33.969003,-8.5473673885
-77.904541,33.970424,-9.2088153745
-77.904368,33.971761,-9.8272305702
-77.904,33.973052,-10.260832786
-77.9036,33.974323,-10.4361231838
-77.903503,33.975593,-10.5373894439
-77.903559,33.976909,-10.3835699143
-77.903472,33.978264,-10.0414560309
-77.902036,33.979041,-10.5370781109
-77.901179,33.980134,-10.6845096534
-77.901276,33.98138,-10.4480194221
-77.90077,33.982844,-10.4134293264
-77.899544,33.983479,-10.5458582735
-77.899155,33.985071,-10.6623327698
-77.898353,33.986331,-10.7840538291
-77.896756,33.98663,-10.6769276212
-77.896203,33.988079,-10.8294335789
-77.895898,33.989555,-10.9318485301
-77.895876,33.991065,-10.6882241167
-77.895945,33.992568,-10.0177229162
-77.895888,33.994049,-9.480001323
-77.895976,33.995484,-9.9337190804
-77.895463,33.996787,-10.1339025709
-77.895191,33.99821,-10.0782672029
-77.895011,33.999618,-10.4989608441
-77.895053,34.001013,-10.7951618223
-77.893749,34.001499,-11.0911209286
-77.894032,34.002958,-11.063213618
-77.893129,34.004236,-11.1922946974
-77.892856,34.0058,-10.9624716006
-77.892507,34.007374,-10.7037635786
-77.89205,34.008857,-10.555542367
-77.891929,34.010374,-10.2451788564
-77.891944,34.011943,-9.8604907357
-77.892083,34.013449,-9.5632233676
-77.89239,34.014849,-9.4368118054
-77.891451,34.016173,-9.359178992
-77.89103,34.017948,-9.6536190726
-77.889166,34.019672,-10.1203944298
-77.888516,34.021402,-9.785419335
-77.889174,34.023249,-9.5388772274
-77.889905,34.025104,-8.9705043842
-77.889381,34.027061,-9.0251976034
-77.887306,34.027618,-9.3471983301
-77.9513598565,34.061591371,-0.227541466
-77.9516309764,34.0608795746,0.1121363199
-77.9518170675,34.0601388345,0.2792547661
-77.9518375548,34.0593857267,0.2766160537
-77.9519379665,34.0586371414,0.2399668295
-77.9516429562,34.0578604558,0.3703811396
-77.9517964168,34.0569385433,0.6502155727
-77.9519402198,34.0560770447,0.6049054496
-77.9520830806,34.0552022729,0.6807750906
-77.9514172026,34.0545793734,0.9929474117
-77.9515711897,34.0536893956,1.5274232464
-77.9517218727,34.052793578,2.8517038137
-77.9518719801,34.0518983696,5.2274528695
-77.9520198123,34.051001054,4.9166429677
-77.9521644339,34.0501032672,4.0383864092
-77.9530321524,34.0496296912,1.8532577202
-77.9531639388,34.0486921971,1.908987497
-77.9532843581,34.047757097,3.6692850947
-77.9533947535,34.0468215837,6.237316973
-77.9535022427,34.0458828353,8.3440009333
-77.9536083535,34.0449369272,8.5963087601
-77.9544750007,34.0443909876,8.2678067846
-77.9545812023,34.0434291579,8.6936617418
-77.9546757369,34.0424719362,8.9720924212
-77.954779647,34.0414882364,9.0116800106
-77.9548916223,34.0405310373,8.4293188467
-77.9549750109,34.0395673462,8.1157771576
-77.9550348476,34.0386026564,8.6347854091
-77.9550639378,34.0376332803,9.1421045497
-77.9550414859,34.0366569278,9.0023154888
-77.954932862,34.0357050319,8.7673880088
-77.9555439831,34.0347881024,8.7520792393
-77.9552253345,34.0338311411,8.6793973153
-77.9547897639,34.0329432506,9.0559541363
-77.9550867462,34.03191448,9.0602592817
-77.9544434573,34.0311607829,9.5002077155
-77.9537144593,34.030511145,9.6963314813
-77.9538201899,34.0295771591,9.1010811431
-77.95304851,34.0288731204,12.2046384097
-77.9526582876,34.0277063203,14.0483938015
-77.9532652678,34.0268579318,13.2312261293
-77.9538372454,34.0260783132,8.7256706031
-77.954407897,34.0252883237,6.7612279268
-77.9549552932,34.024476193,7.3435964721
-77.9554876775,34.0236464304,8.1840138043
-77.9550061481,34.0228448339,9.2314931462
-77.9554942055,34.0220092722,8.9628767291
-77.9559581004,34.0211553695,7.8938405768
-77.9563973078,34.0202849231,7.2031151913
-77.9568161962,34.0194018632,6.1163126716
-77.9572221843,34.018510828,5.0132451234
-77.9576226982,34.0176157841,3.6604136113
-77.9580216386,34.0167186125,3.8008574973
-77.9584147066,34.0158172138,5.4287809306
-77.9587863568,34.0149053447,6.2133339126
-77.9591150088,34.0139769536,6.0050690744
-77.9593854698,34.0130317205,7.0942798873
-77.9595996784,34.0120766795,7.3715265815
-77.959786771,34.0111332228,7.3374611468
-77.9598398913,34.0102454966,6.8609667947
-77.9601428571,34.0094386834,6.707864198
-77.9609840717,34.0094486202,8.5584438994
-77.9612263692,34.0084906691,9.5575456086
-77.9614376676,34.0075237481,9.8390061982
-77.9616117388,34.0065620285,6.8883799266
-77.961695911,34.005615157,3.246695592
-77.9625291802,34.0052078611,3.3149895929
-77.9624833996,34.0042421072,2.9361607901
-77.9631058904,34.0034796005,3.2494398909
-77.9634818321,34.002672967,4.0603338405
-77.9637614208,34.0018559328,6.5949962221
-77.9640469145,34.0010633699,8.9753388596
-77.9642513567,34.0002875096,9.6226520219
-77.9645928342,33.9995218476,9.3885016115
-77.9651665213,33.9987556715,9.4728584428
-77.9660135211,33.9986972637,8.9421629893
-77.9666754205,33.9979367335,8.6866444681
-77.9675310888,33.9978671722,8.7713380414
-77.9684037668,33.9977928705,7.3919483994
-77.9690077242,33.9969606917,7.7055643929
-77.9696775489,33.9962257536,7.1752747861
-77.9697923497,33.9955101059,7.3324519538
-77.9704877029,33.9953169871,6.2049378399
-77.9706773274,33.9946703628,6.1136533634
-77.9709296432,33.9939517143,5.6467276331
-77.9713837853,33.9931799133,5.1948844773
-77.9721776396,33.9930351211,5.5229697083
-77.972990926,33.9928868451,6.0628258107
-77.9730993228,33.992133286,6.1861731765
-77.9739289173,33.991957629,6.442626876
-77.9740983391,33.9911621877,5.7769193622
-77.9736068469,33.9904890271,5.5041184148
-77.973787807,33.9896503397,5.6056450533
-77.974020281,33.9887741425,5.807006626
-77.9743671894,33.9878362506,5.8344381297
-77.9746125637,33.986904272,5.4478243682
-77.9755462987,33.9866189698,5.546265837
-77.9757132688,33.9856666363,5.2717270627
-77.9766777118,33.9853533775,5.5006505091
-77.9770869115,33.9842748789,5.3361925802
-77.978084909,33.9839304688,5.7513233158
-77.9784594142,33.9828155014,4.3501702801
-77.9794839939,33.982440157,3.4279845067
-77.9805283586,33.9820557839,3.2599579736
-77.9806593204,33.9809617991,3.1708990033
-77.9807599732,33.9798588858,3.399097874
-77.9818289404,33.979417919,3.0074470762
-77.9820193426,33.9782312672,4.3459780344
-77.9821168357,33.9770615744,4.2861978141
-77.9832122629,33.9765551534,3.9110858266
-77.9843285155,33.9760334359,1.3151630107
-77.9840808984,33.9749545028,0.45
-77.9838672678,33.9738445784,0.3
-77.9839609972,33.9725596495,0.45
-77.9838437023,33.9713722955,0.4
-77.98360457,33.9702388297,1.8538517171
-77.983463996,33.9690393455,4.332427258
-77.9836374972,33.9676185855,5.2404800478
-77.9839165425,33.9660967129,4.2517180169
-77.9839570653,33.9647895913,2.0391124368
-77.9845285227,33.9637383725,5.6443546408
-77.984638394,33.9623847716,6.9682129504
-77.9857244509,33.9617996119,6.727156491
-77.9857684631,33.9605233,6.0835021537
-77.9858637768,33.9592336515,6.2287505264
-77.986029423,33.9579033901,6.5080824479
-77.9859159955,33.9566226279,6.5409136748
-77.986830436,33.9558610588,6.2503053673
-77.9877844311,33.9551833685,4.3735481703
-77.9878271166,33.9540348992,3.4631959761
-77.9876666449,33.9529436645,4.931862023
-77.9887004706,33.9522533274,7.2015387731
-77.9895502462,33.9514709696,7.0765784617
-77.9896018879,33.9503493234,7.2307709249
-77.9905562338,33.9496555198,7.5708177359
-77.990600385,33.9482991723,7.8338735349
-77.9909344912,33.9469252382,8.1143391953
-77.9907969485,33.9457943639,7.1132841505
-77.9917267137,33.9451142559,6.5070115111
-77.9914244565,33.9441289334,6.5456278321
-77.9923540831,33.9434487912,8.399426233
-77.9933046066,33.942655217,7.7112407733
-77.9934743726,33.9414218071,7.4043693183
-77.994359143,33.9407470042,7.0100867663
-77.994156928,33.9397143785,6.5709047686
-77.9950313946,33.9390689337,5.7558609842
-77.9957447173,33.9383600191,4.6449959006
-77.9966111851,33.9378674517,3.7757432
-77.9974890837,33.9371882442,1.9342115071
-77.9974344224,33.936050305,0.5558758316
-77.9983062757,33.9353869944,1.8570614716
-77.9980425362,33.9344310327,1.4110336793
-77.9979184186,33.9334117676,2.383407069
-77.9987258707,33.9327916867,2.9927648428
-77.999591636,33.9321961288,4.6401900256
-78.0004766959,33.9316647455,5.2783711993
-78.0013963928,33.9311344067,5.3775529264
-78.0023694715,33.9305187457,4.4257098029
-78.0027652513,33.9293590016,4.262200393
-78.003660317,33.9288632063,5.363951771
-78.0045718954,33.9283596025,6.1452056395
-78.0047372805,33.9272682038,6.2218970213
-78.005621334,33.9267729068,6.4491746681
-78.0065121556,33.9262741351,6.8542536256
-78.0074078773,33.9257597839,6.5809042619
-78.0082974811,33.9252592539,5.8763965726
-78.0092147159,33.9247602166,5.5183002707
-78.0101330375,33.9242525328,5.0801172337
-78.0110480675,33.9237441043,4.1296275106
-78.0119696791,33.9232396163,3.3778758968
-78.0131680831,33.9234824529,4.2722195541
-78.014306843,33.9229841029,3.4595968533
-78.0147361113,33.9217743738,2.378437332
-78.0159767854,33.9217177971,4.3585402513
-78.0170178383,33.9217528174,5.6067904267
-78.0180959064,33.9212484102,5.4783239194
-78.0182336754,33.9200911438,5.4492401461
-78.0192491898,33.9195376978,5.3848082901
-78.020227898,33.9190013114,5.2120267479
-78.0210378748,33.9183142008,4.2474728394
-78.0219972031,33.9186753926,4.3032889953
-78.0228609841,33.9181315547,2.6712097846
-78.0237788659,33.9185321835,3.326855565
-78.024849,33.918831,3.7915202754
-78.025665,33.918015,0.6657520739
-78.026436,33.917229,-0.1449296084
-78.027435,33.91737,-0.6054302316
-78.028015,33.916607,-4.1283998489
-78.028969,33.916733,-4.1244001389
-78.029457,33.915955,-4.1171998978
-78.03038,33.916012,-4.1399002075
-78.031349,33.916161,-4.1265997887
-78.03228,33.916321,-4.1343998909
-78.033234,33.916409,-4.140999794
-78.034195,33.916382,-4.1384000778
-78.035103,33.916462,-4.1388998032
-78.035995,33.916668,-4.1437001228
-78.036919,33.916782,-4.1321997643
-78.03788,33.916943,-4.1282000542
-78.038719,33.917236,-4.131000042
-78.039597,33.91724,-4.138999939
-78.040581,33.917366,-4.1387000084
-78.041046,33.916534,-1.3066102214
-78.042046,33.916641,-1.4633030358
-78.042969,33.916828,-2.0349171825
-78.0439,33.916965,-1.8344029837
-78.044823,33.916992,-1.2467501588
